year,temp_anomaly_c,co2_ppm,ocean_ph,biodiversity_index,methane_ppb,ash_optical_depth,magnetosphere_strength,subsurface_habitat_fraction,seismic_intensity
8.17,-6.0903,303.58,7.958,0.4195,292.4,0.4778,0.952,1.0,0.4787
8.18,-6.075,303.58,7.958,0.4189,292.1,0.4759,0.952,1.0,0.4784
8.19,-6.0598,303.58,7.958,0.4183,291.8,0.474,0.952,1.0,0.4781
8.2,-6.0446,303.58,7.958,0.4177,291.5,0.4721,0.952,1.0,0.4777
8.21,-6.0294,303.58,7.958,0.4171,291.2,0.4703,0.952,1.0,0.4774
8.22,-6.0142,303.58,7.958,0.4166,290.9,0.4684,0.952,1.0,0.4771
8.23,-5.9991,303.58,7.958,0.416,290.6,0.4665,0.952,1.0,0.4768
8.24,-5.984,303.58,7.958,0.4154,290.3,0.4646,0.952,1.0,0.4765
8.25,-5.9689,303.58,7.958,0.4148,290.1,0.4628,0.952,1.0,0.4762
8.26,-5.9538,303.58,7.958,0.4142,289.8,0.4609,0.952,1.0,0.4758
8.27,-5.9388,303.58,7.958,0.4136,289.5,0.4591,0.952,1.0,0.4755
8.28,-5.9238,303.58,7.958,0.413,289.2,0.4573,0.952,1.0,0.4752
8.29,-5.9088,303.58,7.958,0.4125,288.9,0.4554,0.952,1.0,0.4749
8.3,-5.8939,303.58,7.958,0.4119,288.6,0.4536,0.952,1.0,0.4746
8.31,-5.879,303.58,7.958,0.4113,288.3,0.4518,0.952,1.0,0.4743
8.32,-5.8641,303.58,7.958,0.4107,288.0,0.45,0.952,1.0,0.4739
8.33,-5.8492,303.58,7.958,0.4101,287.7,0.4482,0.952,1.0,0.4736
8.34,-5.8343,303.58,7.958,0.4096,287.5,0.4464,0.952,1.0,0.4733
8.35,-5.8195,303.58,7.958,0.409,287.2,0.4446,0.952,1.0,0.473
8.36,-5.8047,303.58,7.958,0.4084,286.9,0.4429,0.952,1.0,0.4727
8.37,-5.79,303.58,7.958,0.4079,286.6,0.4411,0.952,1.0,0.4724
8.38,-5.7752,303.58,7.958,0.4073,286.3,0.4393,0.9521,1.0,0.4721
8.39,-5.7605,303.58,7.958,0.4067,286.0,0.4376,0.9521,1.0,0.4717
8.4,-5.7458,303.58,7.958,0.4062,285.7,0.4358,0.9521,1.0,0.4714
8.41,-5.7312,303.58,7.958,0.4056,285.5,0.4341,0.9521,1.0,0.4711
8.42,-5.7165,303.58,7.958,0.4051,285.2,0.4324,0.9521,1.0,0.4708
8.43,-5.7019,303.58,7.958,0.4045,284.9,0.4306,0.9521,1.0,0.4705
8.44,-5.6873,303.58,7.958,0.404,284.6,0.4289,0.9521,1.0,0.4702
8.45,-5.6728,303.58,7.958,0.4034,284.3,0.4272,0.9521,1.0,0.4699
8.46,-5.6582,303.58,7.958,0.4028,284.0,0.4255,0.9521,1.0,0.4696
8.47,-5.6437,303.58,7.958,0.4023,283.7,0.4238,0.9521,1.0,0.4693
8.48,-5.6292,303.58,7.958,0.4017,283.5,0.4221,0.9521,1.0,0.469
8.49,-5.6148,303.58,7.958,0.4012,283.2,0.4204,0.9521,1.0,0.4686
8.5,-5.6004,303.58,7.958,0.4007,282.9,0.4187,0.9521,1.0,0.4683
8.51,-5.586,303.58,7.958,0.4001,282.6,0.4171,0.9521,1.0,0.468
8.52,-5.5716,303.58,7.958,0.3996,282.3,0.4154,0.9521,1.0,0.4677
8.53,-5.5572,303.58,7.958,0.399,282.0,0.4138,0.9521,1.0,0.4674
8.54,-5.5429,303.58,7.958,0.3985,281.8,0.4121,0.9521,1.0,0.4671
8.55,-5.5286,303.58,7.958,0.398,281.5,0.4105,0.9521,1.0,0.4668
8.56,-5.5144,303.58,7.958,0.3974,281.2,0.4088,0.9521,1.0,0.4665
8.57,-5.5001,303.58,7.958,0.3969,280.9,0.4072,0.9521,1.0,0.4662
8.58,-5.4859,303.58,7.958,0.3964,280.6,0.4056,0.9521,1.0,0.4659
8.59,-5.4717,303.58,7.958,0.3958,280.4,0.4039,0.9521,1.0,0.4656
8.6,-5.4575,303.58,7.958,0.3953,280.1,0.4023,0.9521,1.0,0.4653
8.61,-5.4434,303.58,7.958,0.3948,279.8,0.4007,0.9521,1.0,0.465
8.62,-5.4293,303.58,7.958,0.3942,279.5,0.3991,0.9521,1.0,0.4647
8.63,-5.4152,303.58,7.958,0.3937,279.2,0.3975,0.9521,1.0,0.4644
8.64,-5.4011,303.58,7.958,0.3932,279.0,0.3959,0.9521,1.0,0.4641
8.65,-5.3871,303.58,7.958,0.3927,278.7,0.3944,0.9521,1.0,0.4638
8.66,-5.3731,303.58,7.958,0.3922,278.4,0.3928,0.9521,1.0,0.4635
8.67,-5.3591,303.58,7.958,0.3916,278.1,0.3912,0.9521,1.0,0.4632
8.68,-5.3452,303.58,7.958,0.3911,277.8,0.3897,0.9521,1.0,0.4629
8.69,-5.3312,303.58,7.958,0.3906,277.6,0.3881,0.9521,1.0,0.4626
8.7,-5.3173,303.58,7.958,0.3901,277.3,0.3866,0.9521,1.0,0.4623
8.71,-5.3035,303.58,7.958,0.3896,277.0,0.385,0.9521,1.0,0.462
8.72,-5.2896,303.58,7.958,0.3891,276.7,0.3835,0.9521,1.0,0.4617
8.73,-5.2758,303.58,7.958,0.3886,276.5,0.3819,0.9521,1.0,0.4614
8.74,-5.262,303.58,7.958,0.3881,276.2,0.3804,0.9521,1.0,0.4611
8.75,-5.2482,303.58,7.958,0.3876,275.9,0.3789,0.9521,1.0,0.4608
8.76,-5.2345,303.58,7.958,0.3871,275.6,0.3774,0.9521,1.0,0.4605
8.77,-5.2207,303.58,7.958,0.3866,275.4,0.3759,0.9521,1.0,0.4602
8.78,-5.207,303.58,7.958,0.3861,275.1,0.3744,0.9521,1.0,0.4599
8.79,-5.1934,303.58,7.958,0.3856,274.8,0.3729,0.9521,1.0,0.4596
8.8,-5.1797,303.58,7.958,0.3851,274.5,0.3714,0.9522,1.0,0.4593
8.81,-5.1661,303.58,7.958,0.3846,274.3,0.3699,0.9522,1.0,0.459
8.82,-5.1525,303.58,7.958,0.3841,274.0,0.3684,0.9522,1.0,0.4587
8.83,-5.139,303.58,7.958,0.3836,273.7,0.367,0.9522,1.0,0.4584
8.84,-5.1254,303.58,7.958,0.3831,273.4,0.3655,0.9522,1.0,0.4581
8.85,-5.1119,303.58,7.958,0.3826,273.2,0.364,0.9522,1.0,0.4578
8.86,-5.0984,303.58,7.958,0.3821,272.9,0.3626,0.9522,1.0,0.4575
8.87,-5.085,303.58,7.958,0.3816,272.6,0.3611,0.9522,1.0,0.4572
8.88,-5.0715,303.58,7.958,0.3811,272.3,0.3597,0.9522,1.0,0.4569
8.89,-5.0581,303.58,7.958,0.3807,272.1,0.3583,0.9522,1.0,0.4566
8.9,-5.0448,303.58,7.958,0.3802,271.8,0.3568,0.9522,1.0,0.4563
8.91,-5.0314,303.58,7.958,0.3797,271.5,0.3554,0.9522,1.0,0.456
8.92,-5.0181,303.58,7.958,0.3792,271.3,0.354,0.9522,1.0,0.4558
8.93,-5.0048,303.58,7.958,0.3787,271.0,0.3526,0.9522,1.0,0.4555
8.94,-4.9915,303.58,7.958,0.3783,270.7,0.3512,0.9522,1.0,0.4552
8.95,-4.9782,303.58,7.958,0.3778,270.4,0.3498,0.9522,1.0,0.4549
8.96,-4.965,303.58,7.958,0.3773,270.2,0.3484,0.9522,1.0,0.4546
8.97,-4.9518,303.58,7.958,0.3768,269.9,0.347,0.9522,1.0,0.4543
8.98,-4.9387,303.58,7.958,0.3764,269.6,0.3456,0.9522,1.0,0.454
8.99,-4.9255,303.58,7.958,0.3759,269.4,0.3442,0.9522,1.0,0.4537
9.0,-4.9124,303.58,7.958,0.3754,269.1,0.3428,0.9522,1.0,0.4534
9.01,-4.8993,303.58,7.958,0.375,268.8,0.3415,0.9522,1.0,0.4531
9.02,-4.8862,303.58,7.958,0.3745,268.6,0.3401,0.9522,1.0,0.4529
9.03,-4.8732,303.58,7.958,0.374,268.3,0.3388,0.9522,1.0,0.4526
9.04,-4.8602,303.58,7.958,0.3736,268.0,0.3374,0.9522,1.0,0.4523
9.05,-4.8472,303.58,7.958,0.3731,267.8,0.3361,0.9522,1.0,0.452
9.06,-4.8342,303.58,7.958,0.3727,267.5,0.3347,0.9522,1.0,0.4517
9.07,-4.8213,303.58,7.958,0.3722,267.2,0.3334,0.9522,1.0,0.4514
9.08,-4.8084,303.58,7.958,0.3718,267.0,0.332,0.9522,1.0,0.4511
9.09,-4.7955,303.58,7.958,0.3713,266.7,0.3307,0.9522,1.0,0.4508
9.1,-4.7826,303.58,7.958,0.3708,266.4,0.3294,0.9522,1.0,0.4506
9.11,-4.7698,303.58,7.958,0.3704,266.2,0.3281,0.9522,1.0,0.4503
9.12,-4.757,303.58,7.958,0.3699,265.9,0.3268,0.9522,1.0,0.45
9.13,-4.7442,303.58,7.958,0.3695,265.6,0.3255,0.9522,1.0,0.4497
9.14,-4.7314,303.58,7.958,0.369,265.4,0.3242,0.9522,1.0,0.4494
9.15,-4.7187,303.58,7.958,0.3686,265.1,0.3229,0.9522,1.0,0.4491
9.16,-4.706,303.58,7.958,0.3682,264.8,0.3216,0.9522,1.0,0.4488
9.17,-4.6933,303.58,7.958,0.3677,264.6,0.3203,0.9522,1.0,0.4486
9.18,-4.6807,303.58,7.958,0.3673,264.3,0.319,0.9522,1.0,0.4483
9.19,-4.668,303.58,7.958,0.3668,264.0,0.3178,0.9522,1.0,0.448
9.2,-4.6554,303.58,7.958,0.3664,263.8,0.3165,0.9522,1.0,0.4477
9.21,-4.6429,303.58,7.958,0.366,263.5,0.3152,0.9523,1.0,0.4474
9.22,-4.6303,303.58,7.958,0.3655,263.2,0.314,0.9523,1.0,0.4472
9.23,-4.6178,303.58,7.958,0.3651,263.0,0.3127,0.9523,1.0,0.4469
9.24,-4.6053,303.58,7.958,0.3647,262.7,0.3115,0.9523,1.0,0.4466
9.25,-4.5928,303.58,7.958,0.3642,262.5,0.3102,0.9523,1.0,0.4463
9.26,-4.5804,303.58,7.958,0.3638,262.2,0.309,0.9523,1.0,0.446
9.27,-4.5679,303.58,7.958,0.3634,261.9,0.3077,0.9523,1.0,0.4457
9.28,-4.5555,303.58,7.958,0.3629,261.7,0.3065,0.9523,1.0,0.4455
9.29,-4.5432,303.58,7.958,0.3625,261.4,0.3053,0.9523,1.0,0.4452
9.3,-4.5308,303.58,7.958,0.3621,261.1,0.3041,0.9523,1.0,0.4449
9.31,-4.5185,303.58,7.958,0.3617,260.9,0.3029,0.9523,1.0,0.4446
9.32,-4.5062,303.58,7.958,0.3612,260.6,0.3017,0.9523,1.0,0.4444
9.33,-4.4939,303.58,7.958,0.3608,260.4,0.3004,0.9523,1.0,0.4441
9.34,-4.4817,303.58,7.958,0.3604,260.1,0.2992,0.9523,1.0,0.4438
9.35,-4.4695,303.58,7.958,0.36,259.8,0.2981,0.9523,1.0,0.4435
9.36,-4.4573,303.58,7.958,0.3596,259.6,0.2969,0.9523,1.0,0.4432
9.37,-4.4451,303.58,7.958,0.3591,259.3,0.2957,0.9523,1.0,0.443
9.38,-4.433,303.58,7.958,0.3587,259.1,0.2945,0.9523,1.0,0.4427
9.39,-4.4209,303.58,7.958,0.3583,258.8,0.2933,0.9523,1.0,0.4424
9.4,-4.4088,303.58,7.958,0.3579,258.5,0.2922,0.9523,1.0,0.4421
9.41,-4.3967,303.58,7.958,0.3575,258.3,0.291,0.9523,1.0,0.4419
9.42,-4.3847,303.58,7.958,0.3571,258.0,0.2898,0.9523,1.0,0.4416
9.43,-4.3727,303.58,7.958,0.3567,257.8,0.2887,0.9523,1.0,0.4413
9.44,-4.3607,303.58,7.958,0.3563,257.5,0.2875,0.9523,1.0,0.441
9.45,-4.3487,303.58,7.958,0.3559,257.3,0.2864,0.9523,1.0,0.4408
9.46,-4.3368,303.58,7.958,0.3555,257.0,0.2852,0.9523,1.0,0.4405
9.47,-4.3249,303.58,7.958,0.3551,256.7,0.2841,0.9523,1.0,0.4402
9.48,-4.313,303.58,7.958,0.3547,256.5,0.283,0.9523,1.0,0.4399
9.49,-4.3011,303.58,7.958,0.3543,256.2,0.2818,0.9523,1.0,0.4397
9.5,-4.2893,303.58,7.958,0.3539,256.0,0.2807,0.9523,1.0,0.4394
9.51,-4.2775,303.58,7.958,0.3535,255.7,0.2796,0.9523,1.0,0.4391
9.52,-4.2657,303.58,7.958,0.3531,255.5,0.2785,0.9523,1.0,0.4389
9.53,-4.2539,303.58,7.958,0.3527,255.2,0.2773,0.9523,1.0,0.4386
9.54,-4.2422,303.58,7.958,0.3523,255.0,0.2762,0.9523,1.0,0.4383
9.55,-4.2305,303.58,7.958,0.3519,254.7,0.2751,0.9523,1.0,0.438
9.56,-4.2188,303.58,7.958,0.3515,254.4,0.274,0.9523,1.0,0.4378
9.57,-4.2071,303.58,7.958,0.3511,254.2,0.2729,0.9523,1.0,0.4375
9.58,-4.1955,303.58,7.958,0.3507,253.9,0.2719,0.9523,1.0,0.4372
9.59,-4.1839,303.58,7.958,0.3503,253.7,0.2708,0.9523,1.0,0.437
9.6,-4.1723,303.58,7.958,0.3499,253.4,0.2697,0.9523,1.0,0.4367
9.61,-4.1608,303.58,7.958,0.3495,253.2,0.2686,0.9523,1.0,0.4364
9.62,-4.1492,303.58,7.958,0.3492,252.9,0.2675,0.9523,1.0,0.4362
9.63,-4.1377,303.58,7.958,0.3488,252.7,0.2665,0.9524,1.0,0.4359
9.64,-4.1262,303.58,7.958,0.3484,252.4,0.2654,0.9524,1.0,0.4356
9.65,-4.1148,303.58,7.958,0.348,252.2,0.2643,0.9524,1.0,0.4354
9.66,-4.1033,303.58,7.958,0.3476,251.9,0.2633,0.9524,1.0,0.4351
9.67,-4.0919,303.58,7.958,0.3473,251.7,0.2622,0.9524,1.0,0.4348
9.68,-4.0806,303.58,7.958,0.3469,251.4,0.2612,0.9524,1.0,0.4346
9.69,-4.0692,303.58,7.958,0.3465,251.2,0.2602,0.9524,1.0,0.4343
9.7,-4.0579,303.58,7.958,0.3461,250.9,0.2591,0.9524,1.0,0.434
9.71,-4.0466,303.58,7.958,0.3458,250.7,0.2581,0.9524,1.0,0.4338
9.72,-4.0353,303.58,7.958,0.3454,250.4,0.2571,0.9524,1.0,0.4335
9.73,-4.024,303.58,7.958,0.345,250.2,0.256,0.9524,1.0,0.4332
9.74,-4.0128,303.58,7.958,0.3446,249.9,0.255,0.9524,1.0,0.433
9.75,-4.0016,303.58,7.958,0.3443,249.7,0.254,0.9524,1.0,0.4327
9.76,-3.9904,303.58,7.958,0.3439,249.4,0.253,0.9524,1.0,0.4324
9.77,-3.9792,303.58,7.958,0.3435,249.2,0.252,0.9524,1.0,0.4322
9.78,-3.9681,303.58,7.958,0.3432,248.9,0.251,0.9524,1.0,0.4319
9.79,-3.957,303.58,7.958,0.3428,248.7,0.25,0.9524,1.0,0.4316
9.8,-3.9459,303.58,7.958,0.3424,248.4,0.249,0.9524,1.0,0.4314
9.81,-3.9349,303.58,7.958,0.3421,248.2,0.248,0.9524,1.0,0.4311
9.82,-3.9238,303.58,7.958,0.3417,247.9,0.247,0.9524,1.0,0.4309
9.83,-3.9128,303.58,7.958,0.3414,247.7,0.246,0.9524,1.0,0.4306
9.84,-3.9018,303.58,7.958,0.341,247.4,0.245,0.9524,1.0,0.4303
9.85,-3.8909,303.58,7.958,0.3407,247.2,0.244,0.9524,1.0,0.4301
9.86,-3.8799,303.58,7.958,0.3403,246.9,0.2431,0.9524,1.0,0.4298
9.87,-3.869,303.58,7.958,0.3399,246.7,0.2421,0.9524,1.0,0.4295
9.88,-3.8581,303.58,7.958,0.3396,246.4,0.2411,0.9524,1.0,0.4293
9.89,-3.8473,303.58,7.958,0.3392,246.2,0.2402,0.9524,1.0,0.429
9.9,-3.8364,303.58,7.958,0.3389,245.9,0.2392,0.9524,1.0,0.4288
9.91,-3.8256,303.58,7.958,0.3385,245.7,0.2382,0.9524,1.0,0.4285
9.92,-3.8148,303.58,7.958,0.3382,245.4,0.2373,0.9524,1.0,0.4282
9.93,-3.8041,303.58,7.958,0.3378,245.2,0.2363,0.9524,1.0,0.428
9.94,-3.7933,303.58,7.958,0.3375,245.0,0.2354,0.9524,1.0,0.4277
9.95,-3.7826,303.58,7.958,0.3371,244.7,0.2345,0.9524,1.0,0.4275
9.96,-3.7719,303.58,7.958,0.3368,244.5,0.2335,0.9524,1.0,0.4272
9.97,-3.7612,303.58,7.958,0.3365,244.2,0.2326,0.9524,1.0,0.427
9.98,-3.7506,303.58,7.958,0.3361,244.0,0.2317,0.9524,1.0,0.4267
9.99,-3.74,303.58,7.958,0.3358,243.7,0.2307,0.9524,1.0,0.4264
10.0,-3.7294,303.58,7.958,0.3354,243.5,0.2298,0.9524,1.0,0.4262
10.01,-3.7167,303.58,7.958,0.335,243.2,0.2287,0.9524,1.0,0.4259
10.022,-3.7015,303.58,7.958,0.3345,242.8,0.2274,0.9524,1.0,0.4256
10.0364,-3.6833,303.58,7.958,0.334,242.4,0.2258,0.9524,1.0,0.4252
10.0537,-3.6615,303.58,7.958,0.3333,241.9,0.224,0.9525,1.0,0.4248
10.0744,-3.6355,303.58,7.958,0.3324,241.3,0.2218,0.9525,1.0,0.4243
10.0993,-3.6044,303.58,7.958,0.3314,240.6,0.2191,0.9525,1.0,0.4236
10.1292,-3.5673,303.58,7.958,0.3303,239.7,0.216,0.9525,1.0,0.4229
10.165,-3.5231,303.58,7.958,0.3289,238.7,0.2123,0.9525,1.0,0.422
10.208,-3.4705,303.58,7.958,0.3272,237.5,0.208,0.9525,1.0,0.4209
10.2596,-3.4079,303.58,7.958,0.3253,236.0,0.2029,0.9525,1.0,0.4196
10.3215,-3.3337,303.58,7.958,0.3229,234.3,0.1969,0.9525,1.0,0.4181
10.3958,-3.2461,303.58,7.958,0.3202,232.2,0.19,0.9526,1.0,0.4162
10.485,-3.1428,303.58,7.958,0.3171,229.7,0.1821,0.9526,1.0,0.4141
10.592,-3.0216,303.58,7.958,0.3134,226.8,0.173,0.9526,1.0,0.4115
10.7204,-2.8803,303.58,7.958,0.3092,223.3,0.1626,0.9526,1.0,0.4084
10.8744,-2.7168,303.58,7.958,0.3043,219.2,0.151,0.9527,1.0,0.4048
11.0593,-2.5291,303.58,7.958,0.2989,214.4,0.1382,0.9527,1.0,0.4006
11.2812,-2.3164,303.58,7.958,0.2928,208.8,0.1243,0.9528,1.0,0.3956
11.5474,-2.0789,303.58,7.958,0.2861,202.2,0.1093,0.9529,1.0,0.3897
11.8669,-1.8191,303.58,7.958,0.279,194.6,0.0938,0.953,1.0,0.3829
12.2503,-1.5422,303.58,7.958,0.2716,185.9,0.078,0.9531,1.0,0.3751
12.7103,-1.2569,303.58,7.958,0.2641,175.9,0.0626,0.9532,1.0,0.366
13.2624,-0.9761,303.58,7.958,0.257,164.6,0.048,0.9534,1.0,0.3557
13.9248,-0.7157,303.58,7.958,0.2506,152.0,0.0349,0.9535,1.0,0.3441
14.7198,-0.4932,303.58,7.957,0.2452,138.2,0.0238,0.9538,1.0,0.3311
15.6738,-0.3487,303.58,7.957,0.2417,125.0,0.016,0.954,1.0,0.3166
16.6738,-0.2639,303.58,7.957,0.2398,113.1,0.0107,0.9542,1.0,0.3027
17.6738,-0.2153,303.58,7.957,0.2386,102.4,0.0072,0.9545,1.0,0.29
18.6738,-0.1891,303.58,7.957,0.238,92.6,0.0048,0.9547,1.0,0.2782
19.6738,-0.1768,303.58,7.957,0.2378,83.8,0.0032,0.9549,1.0,0.2674
20.6738,-0.1731,303.58,7.957,0.2377,75.8,0.0022,0.9551,1.0,0.2573
21.6738,-0.1749,303.58,7.957,0.2377,68.6,0.0015,0.9554,1.0,0.2479
22.6738,-0.1799,303.58,7.957,0.2377,62.1,0.001,0.9556,1.0,0.2392
23.6738,-0.187,303.58,7.957,0.2377,56.2,0.0007,0.9558,1.0,0.2311
24.6738,-0.1952,303.58,7.957,0.2377,50.8,0.0004,0.956,1.0,0.2234
25.6738,-0.204,303.58,7.957,0.2377,46.0,0.0003,0.9562,1.0,0.2163
26.6738,-0.2131,303.58,7.957,0.2377,41.6,0.0002,0.9565,1.0,0.2096
27.6738,-0.2221,303.58,7.957,0.2378,58.0,0.0001,0.9567,0.9898,0.2032
28.6738,-0.2097,303.58,7.957,0.2378,52.5,0.0001,0.9569,0.9898,0.1973
29.6738,-0.2087,303.58,7.957,0.2378,47.5,0.0001,0.9571,0.9898,0.1916
30.6738,-0.2132,303.58,7.957,0.2378,43.0,0.0,0.9573,0.9898,0.1863
31.6738,-0.2203,303.58,7.957,0.2378,38.9,0.0,0.9575,0.9898,0.1812
32.6738,-0.2283,303.58,7.957,0.2379,35.2,0.0,0.9578,0.9898,0.1764
33.6738,-0.2367,303.58,7.957,0.2379,31.8,0.0,0.958,0.9898,0.1719
34.6738,-0.2451,303.58,7.957,0.2379,28.8,0.0,0.9582,0.9898,0.1676
35.6738,-0.2532,303.58,7.957,0.238,26.1,0.0,0.9584,0.9898,0.1634
36.6738,-0.261,303.58,7.957,0.238,23.6,0.0,0.9586,0.9898,0.1595
37.6738,-0.2685,303.58,7.957,0.2381,21.3,0.0,0.9588,0.9898,0.1558
38.6738,-0.2757,303.58,7.957,0.2381,19.3,0.0,0.959,0.9898,0.1522
39.6738,-0.2825,303.58,7.957,0.2382,17.5,0.0,0.9592,0.9898,0.1487
40.6738,-0.289,303.58,7.957,0.2382,15.8,0.0,0.9594,0.9898,0.1455
41.6738,-0.2952,303.58,7.957,0.2383,14.3,0.0,0.9596,0.9898,0.1423
42.6738,-0.3011,303.58,7.956,0.2383,12.9,0.0,0.9598,0.9898,0.1393
43.6738,-0.3067,303.58,7.956,0.2384,11.7,0.0,0.96,0.9898,0.1364
44.6738,-0.312,303.58,7.956,0.2385,10.6,0.0,0.9602,0.9898,0.1336
45.6738,-0.317,303.58,7.956,0.2385,9.6,0.0,0.9604,0.9898,0.131
46.6738,-0.3219,303.58,7.956,0.2386,8.7,0.0,0.9606,0.9898,0.1284
47.6738,-0.3264,303.58,7.956,0.2387,7.8,0.0,0.9608,0.9898,0.1259
48.6738,-0.3308,303.58,7.956,0.2387,7.1,0.0,0.961,0.9898,0.1236
49.6738,-0.335,303.58,7.956,0.2388,6.4,0.0,0.9612,0.9898,0.1213
50.6738,-0.3389,303.58,7.956,0.2389,5.8,0.0,0.9614,0.9898,0.1191
51.6738,-0.3427,303.58,7.956,0.2389,5.3,0.0,0.9616,0.9898,0.1169
52.6738,-0.3462,303.58,7.956,0.239,4.8,0.0,0.9618,0.9898,0.1149
53.6738,-0.3496,303.58,7.956,0.2391,4.3,0.0,0.962,0.9898,0.1129
54.6738,-0.3528,303.58,7.956,0.2391,3.9,0.0,0.9622,0.9898,0.1109
55.6738,-0.3559,303.58,7.956,0.2392,3.5,0.0,0.9624,0.9898,0.1091
56.6738,-0.3588,303.58,7.956,0.2393,3.2,0.0,0.9625,0.9898,0.1073
57.6738,-0.3616,303.58,7.956,0.2393,2.9,0.0,0.9627,0.9898,0.1055
58.6738,-0.3643,303.58,7.956,0.2394,2.6,0.0,0.9629,0.9898,0.1038
59.6738,-0.3668,303.58,7.956,0.2395,2.4,0.0,0.9631,0.9898,0.1022
60.6738,-0.3692,303.58,7.956,0.2395,2.1,0.0,0.9633,0.9898,0.1006
61.6738,-0.3715,303.58,7.956,0.2396,1.9,0.0,0.9635,0.9898,0.0991
62.6738,-0.3736,303.58,7.956,0.2397,1.8,0.0,0.9637,0.9898,0.0976
63.6738,-0.3757,303.58,7.956,0.2397,1.6,0.0,0.9638,0.9898,0.0961
64.6738,-0.3776,303.58,7.956,0.2398,1.4,0.0,0.964,0.9898,0.0947
65.6738,-0.3795,303.58,7.956,0.2399,1.3,0.0,0.9642,0.9898,0.0933
66.6738,-0.3813,303.58,7.956,0.2399,1.2,0.0,0.9644,0.9898,0.092
67.6738,-0.383,303.58,7.956,0.24,1.1,0.0,0.9646,0.9898,0.0907
68.6738,-0.3846,303.58,7.956,0.2401,1.0,0.0,0.9647,0.9898,0.0894
69.6738,-0.3861,303.58,7.956,0.2401,0.9,0.0,0.9649,0.9898,0.0882
70.6738,-0.3875,303.58,7.956,0.2402,0.8,0.0,0.9651,0.9898,0.087
71.6738,-0.3889,303.58,7.955,0.2402,0.7,0.0,0.9653,0.9898,0.0858
72.6738,-0.3902,303.58,7.955,0.2403,0.6,0.0,0.9654,0.9898,0.0847
73.6738,-0.3915,303.58,7.955,0.2404,0.6,0.0,0.9656,0.9898,0.0836
74.6738,-0.3927,303.58,7.955,0.2404,0.5,0.0,0.9658,0.9898,0.0825
75.6738,-0.3938,303.58,7.955,0.2405,0.5,0.0,0.9659,0.9898,0.0815
76.6738,-0.3949,303.58,7.955,0.2405,0.4,0.0,0.9661,0.9898,0.0804
77.6738,-0.3959,303.58,7.955,0.2406,0.4,0.0,0.9663,0.9898,0.0794
78.6738,-0.3969,303.58,7.955,0.2406,0.4,0.0,0.9665,0.986,0.0785
79.6738,-0.3978,303.58,7.955,0.2407,0.3,0.0,0.9666,0.986,0.0775
80.6738,-0.3987,303.58,7.955,0.2407,0.3,0.0,0.9668,0.986,0.0766
81.6738,-0.3995,303.58,7.955,0.2408,0.3,0.0,0.967,0.986,0.0757
82.6738,-0.4003,303.58,7.955,0.2408,0.2,0.0,0.9671,0.986,0.0748
83.6738,-0.4011,303.58,7.955,0.2409,0.2,0.0,0.9673,0.986,0.0739
84.6738,-0.4018,303.58,7.955,0.2409,0.2,0.0,0.9674,0.986,0.0731
85.6738,-0.4025,303.58,7.955,0.241,0.2,0.0,0.9676,0.986,0.0722
86.6738,-0.4031,303.58,7.955,0.241,0.2,0.0,0.9678,0.986,0.0714
87.6738,-0.4037,303.58,7.955,0.2411,0.1,0.0,0.9679,0.986,0.0706
88.6738,-0.4043,303.58,7.955,0.2411,0.1,0.0,0.9681,0.986,0.0699
89.6738,-0.4049,303.58,7.955,0.2412,0.1,0.0,0.9683,0.986,0.0691
90.6738,-0.4054,303.58,7.955,0.2412,0.1,0.0,0.9684,0.986,0.0683
91.6738,-0.4059,303.58,7.955,0.2413,0.1,0.0,0.9686,0.986,0.0676
92.6738,-0.4064,303.58,7.955,0.2413,0.1,0.0,0.9687,0.986,0.0669
93.6738,-0.4069,303.58,7.955,0.2413,0.1,0.0,0.9689,0.986,0.0662
94.6738,-0.4073,303.58,7.955,0.2414,0.1,0.0,0.969,0.986,0.0655
95.6738,-0.4077,303.58,7.955,0.2414,0.1,0.0,0.9692,0.986,0.0648
96.6738,-0.4081,303.58,7.955,0.2414,0.1,0.0,0.9693,0.986,0.0642
97.6738,-0.4085,303.58,7.955,0.2415,0.1,0.0,0.9695,0.986,0.0635
98.6738,-0.4089,303.58,7.955,0.2415,0.0,0.0,0.9697,0.986,0.0629
99.6738,-0.4092,303.58,7.954,0.2416,0.0,0.0,0.9698,0.986,0.0623
100.6738,-0.4096,303.58,7.954,0.2416,0.0,0.0,0.97,0.986,0.0617
101.7738,-0.4099,303.58,7.954,0.2416,0.0,0.0,0.9702,0.986,0.061
102.9838,-0.4103,303.58,7.954,0.2417,0.0,0.0,0.9704,0.986,0.0603
104.3148,-0.4107,303.58,7.954,0.2417,0.0,0.0,0.9706,0.986,0.0596
105.7789,-0.4111,303.58,7.954,0.2418,0.0,0.0,0.9708,0.986,0.0587
107.3894,-0.4115,303.58,7.954,0.2418,0.0,0.0,0.9711,0.986,0.0579
109.1609,-0.4119,303.58,7.954,0.2419,0.0,0.0,0.9713,0.986,0.0569
111.1097,-0.4123,303.58,7.954,0.2419,0.0,0.0,0.9717,0.986,0.0559
113.2532,-0.4127,303.58,7.954,0.242,0.0,0.0,0.972,0.986,0.0549
115.6112,-0.4131,303.58,7.954,0.242,0.0,0.0,0.9724,0.986,0.0538
